Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
West Midlands - CT1 - Aug - 7,Health Education England West Midlands,1,Central 7 - Heartlands - ENT 6 months\Heartlands - Gen Sur 6 months\QE - Plastics 6 months\CITY - T&O 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,1,1,0,0,0,0
West Midlands - CT1 - Aug - 8,Health Education England West Midlands,1,Central 8 - Heartlands - Gen Sur 6 months\Heartlands - ENT 6 months\Heartlands - Gen Sur 6 months\Heartlands - ENT 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,1,0,1,0,0,0,0,0,0,0,0
West Midlands - CT1 - Aug - 9,Health Education England West Midlands,1,Central 9 - Sandwell - Gen Sur 6 months\Sandwell - Gen Sur 6 months\QE - Plastics 6 months\QE - Cardio 6 months-  Please note this placement may be changed if the location does not meet the educational requirements of the trainee.,0,0,1,0,0,1,0,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 1,Health Education England Yorkshire and the Humber,1,HEEYH Post 1 Trauma & Orthopaedics theme 1. General Surgery - Airedale General Hospital 1. General Surgery - Airedale General Hospital 2. T&O - Airedale General Hospital 3. Neurosurgery - Hull University Hospitals 4. T&O - Hull University Hospitals,0,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 10,Health Education England Yorkshire and the Humber,1,"HEEYH Post 10 General Surgery theme 1. T&O - Airedale General Hospital 2. General Surgery - Airedale General Hospital 3. HPB - Northern General Hospital, Sheffield 4. Urology - Royal Hallamshire Hospital, Sheffield",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 11,Health Education England Yorkshire and the Humber,1,"HEEYH Post 11 General Surgery theme 1. ENT - Doncaster Royal Infirmary 2. General Surgery - Hull University Hospitals 3. General Surgery - Bradford Royal Infirmary 4. T&O - Northern General Hospital, Sheffield",1,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 12,Health Education England Yorkshire and the Humber,1,HEEYH Post 12 Urology theme 1. General Surgery - Harrogate District Hospital 2. Urology - Harrogate District Hospital 3. Urology - Hull University Hospitals 4. Paediatric Surgery/Acutes - Hull University Hospitals,0,0,1,0,1,0,0,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 13,Health Education England Yorkshire and the Humber,1,"HEEYH Post 13 General Surgery theme 1. Urology - Harrogate District Hospital 2. General Surgery - Harrogate District Hospital 3. General Surgery - Rotherham General Hospital 4. T&O - Northern General Hospital, Sheffield",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 14,Health Education England Yorkshire and the Humber,1,"HEEYH Post 14 ENT  theme 1. Plastic Surgery - Leeds Teaching Hospitals 2. ENT - Leeds Teaching Hospitals 3. ENT - Mid Yorkshire Hospitals, Pinderfields 4. General Surgery - Bradford Royal Infirmary",1,0,1,0,0,1,0,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 15,Health Education England Yorkshire and the Humber,1,HEEYH Post 15 Plastic Surgery theme 1. General Surgery - Hull University Hospitals 2. Plastic Surgery - Hull University Hospitals 3. Plastic Surgery - Bradford Royal Infirmary 4. T&O - Bradford Royal Infirmary,0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 16,Health Education England Yorkshire and the Humber,1,"HEEYH Post 16 ENT theme 1. General Surgery - Bradford Royal Infirmary 2. ENT - Mid Yorkshire Hospitals, Pinderfields 3. Neurosurgery - Hull University Hospitals 4. ENT - Hull University Hospitals",1,0,1,0,0,0,0,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 17,Health Education England Yorkshire and the Humber,1,HEEYH Post 17 ENT theme 1. Plastic Surgery - Hull University Hospitals 2. ENT - Hull University Hospitals 3. ENT - Bradford Royal Infirmary 4. General Surgery - Bradford Royal Infirmary,1,0,1,0,0,1,0,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 18,Health Education England Yorkshire and the Humber,1,HEEYH Post 18 Trauma & Orthopaedics theme 1. Plastic Surgery - Hull University Hospitals 2. T&O - Scarborough General Hospital 3. T&O - Leeds Teaching Hospitals 4. General Surgery - Leeds Teaching Hospitals,0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 19,Health Education England Yorkshire and the Humber,1,"HEEYH Post 19 Urology theme 1. T&O - Bradford Royal Infirmary 2. Urology - Calderdale & Huddersfield 3. Urology - Royal Hallamshire Hospital, Sheffield 4. General Surgery - Rotherham General Hospital",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 2,Health Education England Yorkshire and the Humber,1,HEEYH Post 2 Trauma & Orthopaedics theme 1. General Surgery - Airedale General Hospital 2. T&O - Airedale General Hospital 3. T&O - Hull University Hospitals 4. Plastic Surgery - Hull University Hospitals,0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 20,Health Education England Yorkshire and the Humber,1,HEEYH Post 20 Paediatric Surgery theme 1. Urology - Calderdale & Huddersfield 2. Paediatric Surgery - Leeds Teaching Hospitals 3. Paediatric Surgery/Acutes - Hull University Hospitals 4. Vascular / Acute - Hull University Hospitals,0,0,0,0,1,0,0,1,1,0,0
Yorkshire and the Humber - CT1 - Aug - 21,Health Education England Yorkshire and the Humber,1,"HEEYH Post 21 Urology theme 1. Urology - Royal Hallamshire Hospital, Sheffield 2. T&O - Mid Yorkshire Hospitals, Pinderfields 3. Urology - Mid Yorkshire Hospitals, Pinderfields 4. General Surgery - Northern General Hospital, Sheffield",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 22,Health Education England Yorkshire and the Humber,1,"HEEYH Post 22 General Surgery theme 1. T&O - Mid Yorkshire Hospitals, Pinderfields 2. General Surgery - Bradford Royal Infirmary 3. Urology  - Leeds Teaching Hospitals 4. General Surgery - Leeds Teaching Hospitals",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 23,Health Education England Yorkshire and the Humber,1,"HEEYH Post 23 Trauma & Orthopaedics theme 1. Plastic Surgery - Mid Yorkshire Hospitals, Pinderfields 2. T&O - Mid Yorkshire Hospitals, Pinderfields 3. T&O - Calderdale & Huddersfield 4. General Surgery - Calderdale & Huddersfield",0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 24,Health Education England Yorkshire and the Humber,1,"HEEYH Post 24 Plastic Surgery theme 1. T&O - Mid Yorkshire Hospitals, Pinderfields 2. Plastic Surgery - Mid Yorkshire Hospitals, Pinderfields 3. Plastic Surgery - Northern General Hospital, Sheffield 4. General Surgery - Royal Hallamshire Hospital, Sheffield",0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 25,Health Education England Yorkshire and the Humber,1,"HEEYH Post 25 General Surgery theme 1. Urology - Mid Yorkshire Hospitals, Pinderfields 2. General Surgery - Mid Yorkshire Hospitals, Pinderfields 3. General Surgery - Leeds Teaching Hospitals 4. T&O - Leeds Teaching Hospitals",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 26,Health Education England Yorkshire and the Humber,1,HEEYH Post 26 General Surgery theme 1. Urology - York Teaching Hospital 2. General Surgery - Hull University Hospitals 3. General Surgery - Leeds Teaching Hospitals 4. T&O - York Teaching Hospital,0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 27,Health Education England Yorkshire and the Humber,1,HEEYH Post 27 Trauma & Orthopaedics theme 1. General Surgery - North Lincolnshire & Goole (Grimsby) 2. T&O - North Lincolnshire & Goole (Scunthorpe) 3. T&O - Leeds Teaching Hospitals 4. Vascular Surgery - Leeds Teaching Hospitals,0,0,1,0,0,0,1,0,1,0,0
Yorkshire and the Humber - CT1 - Aug - 28,Health Education England Yorkshire and the Humber,1,"HEEYH Post 28 General Surgery theme 1. T&O - York Teaching Hospital 2. General Surgery - North Lincolnshire & Goole (Grimsby) 3. General Surgery - Royal Hallamshire Hospital, Sheffield 4. Urology - Royal Hallamshire Hospital, Sheffield",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 29,Health Education England Yorkshire and the Humber,1,HEEYH Post 29 Trauma & Orthopaedics theme 1. General Surgery - Scarborough General Hospital 2. T&O - Scarborough General Hospital 3. T&O - Harrogate District Hospital 4. Plastic Surgery - Leeds Teaching Hospitals,0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 3,Health Education England Yorkshire and the Humber,1,HEEYH Post 3 General Surgery theme 1. T&O - Airedale General Hospital 2. General Surgery - Airedale General Hospital 3. General Surgery - Hull University Hospitals 4. Urology - Hull University Hospitals,0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 30,Health Education England Yorkshire and the Humber,1,"HEEYH Post 30 General Surgery theme 1. T&O - Scarborough General Hospital 2. General Surgery - Scarborough General Hospital 3. General Surgery - Bradford Royal Infirmary 4. Urology - Mid Yorkshire Hospitals, Pinderfields",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 31,Health Education England Yorkshire and the Humber,1,HEEYH Post 31 Plastic Surgery theme 1. T&O - Scarborough General Hospital 2. Plastic Surgery - Hull University Hospitals 3. Plastic Surgery - Leeds Teaching Hospitals 4. General Surgery - Leeds Teaching Hospitals,0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 32,Health Education England Yorkshire and the Humber,1,"HEEYH Post 32 Plastic Surgery theme 1. ENT - Barnsley Hospital 2. Plastic Surgery - Northern General Hospital, Sheffield 3. Plastic Surgery - Hull University Hospitals 4. T&O - Hull University Hospitals",1,0,0,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 33,Health Education England Yorkshire and the Humber,1,HEEYH Post 33 General Surgery theme 1. T&O - Harrogate District Hospital 2. General Surgery - Leeds Teaching Hospitals 3. ENT - Doncaster Royal Infirmary 4. General Surgery - Doncaster Royal Infirmary,1,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 34,Health Education England Yorkshire and the Humber,1,HEEYH Post 34 Trauma & Orthopaedics theme 1. General Surgery - Leeds Teaching Hospitals 2. T&O - Harrogate District Hospital 3. T&O - Doncaster Royal Infirmary 4. Vascular Surgery - Doncaster Royal Infirmary,0,0,1,0,0,0,1,0,1,0,0
Yorkshire and the Humber - CT1 - Aug - 35,Health Education England Yorkshire and the Humber,1,HEEYH Post 35 Urology theme 1. T&O - York Teaching Hospital 2. Urology - York Teaching Hospital 3. Urology - Leeds Teaching Hospitals 4. General Surgery - Leeds Teaching Hospitals,0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 36,Health Education England Yorkshire and the Humber,1,HEEYH Post 36 Paediatric Surgery theme 1. General Surgery - Barnsley Hospital 2. Paediatric Surgery - Sheffield Children's Hospital 3. Paediatric Surgery - Leeds Teaching Hospitals 4. Urology - Leeds Teaching Hospitals,0,0,1,0,1,0,0,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 37,Health Education England Yorkshire and the Humber,1,"HEEYH Post 37 General Surgery theme 1. T&O - Northern General Hospital, Sheffield 2. General Surgery - Doncaster Royal Infirmary 3. General Surgery - Northern General Hospital, Sheffield 4. T&O - Northern General Hospital, Sheffield",0,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 38,Health Education England Yorkshire and the Humber,1,HEEYH Post 38 Paediatric Surgery theme 1. Urology - Rotherham General Hospital 2. Paediatric Surgery - Leeds Teaching Hospitals 3. Paediatric Surgery - Sheffield Children's Hospital 4. ENT - Barnsley Hospital,1,0,0,0,1,0,0,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 39,Health Education England Yorkshire and the Humber,1,HEEYH Post 39 Paediatric Surgery theme 1. General Surgery - York Teaching Hospital 2. Paediatric Surgery - Sheffield Children's Hospital 3. Paediatric SurgeryAcutes - Hull University Hospitals 4. T&O - York Teaching Hospital,0,0,1,0,1,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 41,Health Education England Yorkshire and the Humber,1,HEEYH Post 41 Trauma & Orthopaedics theme 1. Vascular/Acute - Hull University Hospitals 2. T&O - Leeds Teaching Hospitals 3. T&O - Bradford Royal Infirmary 4. General Surgery - Bradford Royal Infirmary,0,0,1,0,0,0,1,0,1,0,0
Yorkshire and the Humber - CT1 - Aug - 42,Health Education England Yorkshire and the Humber,1,HEEYH Post 42 General Surgery theme 1. T&O - Barnsley Hospital 2. General Surgery - Barnsley Hospital 3. Transplant - Leeds Teaching Hospitals 4. ENT - Leeds Teaching Hospitals,1,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 43,Health Education England Yorkshire and the Humber,1,"HEEYH Post 43 Trauma & Orthopaedics theme 1. General Surgery - Northern General Hospital, Sheffield 2. T&O - Barnsley Hospital 3. T&O - Northern General Hospital, Sheffield 4. Plastic Surgery - Northern General Hospital, Sheffield",0,0,1,0,0,1,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 44,Health Education England Yorkshire and the Humber,1,"HEEYH Post 44 Trauma & Orthopaedics theme 1. Urology - Leeds Teaching Hospitals 2. T&O - Doncaster Royal Infirmary 3. T&O - Northern General Hospital, Sheffield 4. General Surgery - Barnsley Hospital",0,0,1,0,0,0,1,1,0,0,0
Yorkshire and the Humber - CT1 - Aug - 45,Health Education England Yorkshire and the Humber,1,"HEEYH Post 45 General Surgery theme 1. Vascular Surgery - Northern General Hospital, Sheffield 2. Transplant - Leeds Teaching Hospitals 3. Cardiothoracics - Northern General Hospital, Sheffield 4. General Surgery - Northern General Hospital, Sheffield",0,1,1,0,0,0,0,0,1,0,0
Yorkshire and the Humber - CT1 - Aug - 46,Health Education England Yorkshire and the Humber,1,"HEEYH Post 46 Vascular Surgery theme 1. General Surgery - Barnsley Hospital 2. Vascular Surgery - Leeds Teaching Hospitals 3. Vascular Surgery - Northern General Hospital, Sheffield 4. Cardiothoracics - Northern General Hospital, Sheffield",0,1,1,0,0,0,0,0,1,0,0
Yorkshire and the Humber - CT1 - Aug - 47,Health Education England Yorkshire and the Humber,1,"HEEYH Post 47 Trauma & Orthopaedics theme 1. General Surgery - Calderdale & Huddersfield 2. T&O - Calderdale & Huddersfield 3. T&O - Mid Yorkshire Hospitals, Pinderfields 4. General Surgery - Hull University Hospitals",0,0,1,0,0,0,1,0,0,0,0
Yorkshire and the Humber - CT1 - Aug - 48,Health Education England Yorkshire and the Humber,1,HEEYH Post 48 General Surgery theme 1. Paediatric Surgery - Sheffield Children's Hospital 2. General Surgery - Barnsley Hospital 3. General Surgery - Leeds Teaching Hospitals 4. T&O - Bradford Royal Infirmary,0,0,1,0,1,0,1,0,0,0,0
